title,genre,plot
Bad Girl,"Drama, Romance","A mug and a jane: Dorothy knows that every guy is going to make a pass at her; Eddie knows that every gal wastes her money on good times. He's saving to open a repair shop. When the two of them meet, they can't believe they get along. One evening he leaves her waiting in the rain; she finds his apartment and reads him the riot act. They end up spooning and napping until 4 AM. She's afraid of her brother, who's her guardian, so Eddie figures she should tell her brother that she's getting married the next morning. Dorothy tries out the story but knows Eddie won't show up. It's the first of a series of promises, fears, miscalculations, and hard knocks. Where will they end up?"
The Bad Sister,Drama,"Marianne falls in love with con man Valentine who uses their relation to get her father's endorsement on a money-raising scheme. He runs off with the money and Marianne, later dumping her. Her sister Laura loves Dr. Lindley although she knows he loves Marianne. Marianne returns and marries a wealthy young man, and Lindley turns his love toward Laura."
Gambling Daughters,Mystery,"While trailing the school French teacher, Professor Bedoin, hoping to catch him in a romantic interlude, Lillian Harding and Katherine Thompson, students at the exclusive Lakeside School for Girls, follow him to Angel's Roost, a gambling joint and learn that he is a regular player there. Chance Landon, the manager and henchman of a mysterious and unseen owner, induces the girls to play on credit. Lillian, the younger of the two, falls in love with Chance, and over a period of days, writes him several passionate love letters. When the girls have lost several thousand dollars at the crooked roulette wheels, Chance uses the letters as a club to make the girls steal valuable family jewels to make good their losses. The thefts bring insurance investigator Jimmy Parker to the school posing as a gym instructor. He stumbles upon a clue which makes Katherine confess her part in the crimes, and with this to work on, he sets out to trap the club's ring leader."
Be Big!,"Short, Comedy","On their way to the train station with their wives for a vacation in Atlantic City, Stanley and Oliver get a phone call from a fellow lodge member who tells them a surprise stag party in their honor is being held that evening. Oliver feigns illness to get out of the trip, and the wives head off to the train station by themselves. Stanley's attempts to help Oliver get into his lodge uniform turn into a series of disasters. Meanwhile, the wives miss the last train and, returning to discover the deception, come after their husbands with shotguns."
Beau Hunks,"Short, Comedy","Jilted by his girlfriend, ""Jeanie-Weenie,"" Oliver joins the Foreign Legion to forget, bringing Stanley along with him. They wilt under the scorching desert sun and under the harsh discipline of the Commandant. On a long march to reinforce remote Fort Arid, the boys get lost in the sands, finally reaching the Fort only to find it besieged by the fearsome Riffs."
Bimbo's Initiation,"Animation, Short, Comedy, Family, Fantasy","Bimbo finds himself surrounded by a mysterious group of robed figures who invite him to become a member of their secret organization. When he refuses, they fling him through a nightmarish sequence of terror and torture devices. Will our hapless hero make it out alive?"
The Black Camel,"Crime, Mystery, Thriller","Movie star Sheila Fayne is seeing wealthy Alan Jaynes while filming in Honolulu, Hawaii, but won't marry him without consulting famed psychic Tanaverro first. Tanaverro confronts her about the unsolved murder of fellow film star Denny Mayo three years earlier, and she decides to reject Jaynes' proposal. When Sheila is found shot to death in her beach-front pavilion, Charlie Chan of the Honolulu Police investigates."
Blonde Crazy,"Comedy, Crime, Drama, Romance","At a midwestern hotel, conniving bellhop Bert Harris has a finger in every pie. He promotes a job for glamorous Ann Roberts, but she does not immediately succumb to his charms. However, Bert soon enlists Ann as partner in his new profession of con man. Most of the victims they fleece are lawbreakers themselves. But Bert is tempted to try actual stealing, and Ann fears it will bring bad luck..."
The Champ,"Drama, Sport","Billy Flynn, a former boxing champion, is now horse trainer in Hialeah. He makes just enough money to raise his little boy T.J., over whom he got custody after his wife Annie left him seven years ago. T.J. worships The Champ who is now working on his come-back in order to give his boy a better future. But suddenly Annie shows up again ..."
Chickens Come Home-,"Short, Comedy",Ollie is running for mayor when an old flame (Mae Busch) tries to blackmail him with a old photo ('just the same old apple-cheeked boy'). Stan's attempts to help Ollie keep the blackmailer at bay incur the wrath of the shrewish Mrs Laurel who takes her revenge with an axe.
La Chienne,"Crime, Drama","Cashier Maurice Legrand is married to Adele, a terror. By chance, he meets Lucienne, ""Lulu"", and makes her his mistress. He thinks he finally met love, but Lulu is nothing but a streetwalker, in love with Dede, her pimp. She only accepts Legrand to satisfy Dede's needs of money."
Cimarron,"Drama, Western","When the government opens up the Oklahoma territory for settlement, restless Yancey Cravat claims a plot of the free land for himself and moves his family there from Wichita. A newspaperman, lawyer, and just about everything else, Cravat soon becomes a leading citizen of the boom town of Osage. Once the town is established, however, he begins to feel confined once again, and heads for the Cherokee Strip, leaving his family behind. During this and other absences, his wife Sabra must learn to take care of herself and soon becomes prominent in her own right."
City Lights,"Comedy, Drama, Romance",A tramp falls in love with a beautiful blind girl. Her family is in financial trouble. The tramp's on-and-off friendship with a wealthy man allows him to be the girl's benefactor and suitor.
City Streets,"Crime, Drama, Film-Noir, Romance","Nan, a racketeer's daughter, is in love with The Kid, a shooting gallery showman. Despite Nan's prodding, The Kid has no ambitions about joining the rackets and making enough money to support Nan in the lifestyle she's accustomed to. Her attitude changes after her father implicates her in a murder and she's sent to prison. During her incarceration, her father convinces The Kid to join the gang in order to help free Nan. When Nan is released, she wants nothing more to do with the mob and tries to get The Kid to quit, but she may be too late."
Come Clean,"Short, Comedy","The Hardys, hoping to avoid having the Laurels drop in and spoil their quiet evening, pretend not to be home when the couple inevitably call. But their subterfuge is discovered, and to make the best of it, Stanley and Oliver go out to buy ice cream. On the way, they spot Kate, a woman wanted by the police, jump in the river. They save her, only to have her blackmail them into supporting her, or else she'll claim they tried to kill her. Back home, troubles ensue when the boys try to keep their wives from learning what they've brought home instead of ice cream."
The Criminal Code,"Crime, Drama, Romance","A wily D.A.(Brady) gets a 10 year conviction of a young 20 year old (Robert Graham)who he knows killed a man in self defense. Years later Brady becomes warden of the prison holding Graham. When Brady realizes that 6 years of working in the prison jute mill has pushed Graham to the breaking point, he gives him a chance- a new job as his valet. Graham responds well and earns the respect of both the warden and his beautiful daughter. Graham's mettle is put to the test when he stumbles onto a prison murder committed by his cell-mate. He must choose between the criminal code of silence and the warden's strong persuasion to reveal the killer."
"Dance, Fools, Dance","Crime, Drama, Romance","After her father Stanley Jordan loses his wealth in market, Bonnie goes to work as a cub reporter. Her brother Rodney is the wheel man in a gangland massacre. Bert, a reporter on Bonnie's paper, is murdered while investigating. Bonnie gets to know gang leader Jake Luva and learns how the gang works and that her brother is involved. By the time it's over her wealthy friend Bob sees how wonderful she is and falls in love with her for good."
Just a Gigolo,"Comedy, Romance","Haines plays the role of a festive British nobleman, for whom a marriage has been arranged by his relatives. He goes to a European Summer resort and poses as a gigolo to meet the girl chosen, learn what she's like and to apply the ""acid test""."
Dirigible,Adventure,"A French explorer enlists the help of the US Navy in an expedition to the South Pole. There is competition between the airship division and fixed wing fliers, resolved in triumph and disasters."
Dracula,"Fantasy, Horror","After a harrowing ride through the Carpathian mountains in eastern Europe, Renfield enters castle Dracula to finalize the transferral of Carfax Abbey in London to Count Dracula, who is in actuality a vampire. Renfield is drugged by the eerily hypnotic count, and turned into one of his thralls, protecting him during his sea voyage to London. After sucking the blood and turning the young Lucy Weston into a vampire, Dracula turns his attention to her friend Mina Seward, daughter of Dr. Seward who then calls in a specialist, Dr. Van Helsing, to diagnose the sudden deterioration of Mina's health. Van Helsing, realizing that Dracula is indeed a vampire, tries to prepare Mina's fiance, John Harker, and Dr. Seward for what is to come and the measures that will have to be taken to prevent Mina from becoming one of the undead."
Drácula,"Fantasy, Horror","At midnight on Walpurgis Night, an English clerk, Renfield, arrives at Count Dracula's castle in the Carpathian Mountains. After signing papers to take over a ruined abbey near London, Dracula drives Renfield mad and commands obedience. Renfield escorts the boxed count on a death ship to London. From there, the Count is introduced into the society of his neighbor, Dr. Seward, who runs an asylum. Dracula makes short work of family friend, Lucia Weston, then begins his assault on Eva Seward, the doctor's daughter. A visiting expert in the occult, Van Helsing, recognizes Dracula for who he is, and there begins a battle for Eva's body and soul."
The Beggar's Opera,"Crime, History, Musical","Authentic rendering of John Gay's 18th century musical, filmed in Technicolor, about Captain MacHeath, a highwayman, and his love for too many beautiful women. Betrayed by Jenny and Sukey, two of his bygone lovers, and temporarily freed by two others, MacHeath is arrested and condemned to death. While waiting to be hanged, the captain is entertained by a musical beggar, who has written an opera of which the highwayman is the hero."
Five Star Final,"Crime, Drama","Hinchcliffe, the ruthless publisher of a sleazy New York tabloid, is concerned that the ethical journalistic policies of City Editor Randall have caused a drop in circulation. He pressures the newsman to run more sensational stories including resurrecting the twenty year old Vorhees Murder Case. Although the perpetrator's actions were ultimately judged justifiable, and she has been subsequently living an exemplary life in anonymity, Hunchcliffe insists Randall revisit the story. Randall assigns Isopod, an alcoholic degenerate, to dig up anything lurid that he find. The unprincipled reporter fraudulently insinuates himself into the Vorhees' home masquerading as a minister and gets the expose he sought. Yellow journalism triumphs, and a decent woman's name gets dragged through the mud again... with tragic consequences."
Five and Ten,"Drama, Romance","John owns the largest chain of five and ten cent stores in the country. He moves his family to New York from Kansas City and their life, though grand, is falling apart due to his constant working. Wife and mother Jenny is lonely. Son Avery hates his job. Daughter Jennifer is snubbed by classmate Muriel and her friends. At a charity bazaar, Jennifer meets Berry and sparks are evident. However, he is engaged to Muriel and Muriel will make sure that she, and only she, marries Berry. After the marriage, Berry still thinks of Jennifer as Jennifer thinks of Berry. Avery laments about the state of his family since they were happy in Kansas City."
A Free Soul,"Crime, Drama, Romance","Stephen Ashe, an upper class alcoholic defense attourney, successfully defends local mobster Ace Wilfong in a murder case. After his daughter Jan Ashe breaks her engagement to polo player Dwight Winthrop and starts an affair with Wilfong, she finds that the liason is not easily severed when she wants out. Winthrop earns Miss Ashe's true affections by killing Wilfong to break his grip on her. Now the question is, can Stephen Ashe save Winthrop with an impassioned defense speech to the jury?"
The Front Page,"Comedy, Drama, Romance","When Hildy Johnson, the top reporter of a Chicago newspaper announces that he is quitting to get married, his editor, Walter Burns desperately tries to change his mind. When denial, cursing, and luring don't work, Walter resorts to tricks. It's the day before a supposed communist is to be hanged, and all Chicago waits with baited breath. Meanwhile, each of the papers has a man on the story trying to get a scoop or angle for themselves. With a train to catch at midnight to join his fiancé, Hildy is at first not interested, but events and his own habits work against him as the day unfolds, and he can't help but get roped in, especially when the man to be executed escapes and then almost literally falls into his lap."
Gentleman's Fate,"Crime, Drama","Jack lives the high life and wants to make Marjorie his one and only. He then learns that his deceased father is alive but dying of lead poisoning. His father sent him away, twenty years before, to keep him out of the rackets. But now that he is dying, he wants to split the business between Giacomo (Jack) and Frank, his other son. The business includes running booze down from Canada."
Girls About Town,Comedy,Gold-diggers Kay Francis and Lilyan Tashman meet susceptible lonely businessmen at conventions in this ribald preproduction code story. The millionaires lavish the girls with expensive gifts. Francis falls for poor but virtuous Joel McCrea. Eugene Paulette is a copper king who gives Tashman jewelry. His wife reacts not with jealously but by trying to imitate her rival's style.
Guilty Hands,"Drama, Crime","Richard Grant is a lawyer who believes that murder under certain circumstances is justifiable. Richard's daughter, Barbara, takes her dad to a dinner party hosted by Richard's old friend, wealthy playboy, Gordon Rich. Gordon tells Richard that he and Barbara plan to marry. Richard threatens Gordon's life if he marries Barbara. Richard is unaware that Barbara has no plans to marry Gordon, and she's in love with Tommy Osgood. Richard enraged of the thought of Barbara marrying Gordon goes into Gordon's room, undetected, and kills him...Has Richard committed the perfect crime?"
Illicit,"Drama, Romance","Ann, a young lady of scandalously ""advanced"" ideas, has been living in near-sin with blueblood lover Dick, due to her conviction that marriage will destroy their love. Finally, social pressure forces them to marry; in due course, it looks as if Ann was right. Her solution: to separate and return to dating. Can this marriage be saved?"
Indiscreet,"Comedy, Romance","Anna Kalman is a London based actress. She has been unable to find love in her life. The reason why she came home early from a vacation to Majorca fits into that theme, as the man she met there and was initially attracted to ended up not being who she thought he was as a man. Upon her arrival home, she meets the suave Philip Adams, a financier who is a work acquaintance of her brother-in-law, diplomat Alfred Munson. Philip initially states that there is no Mrs. Adams in his life. But when Anna later asks him out, he clarifies that statement in that there is no Mrs. Adams in London, as she is at home in San Francisco. Regardless, Anna decides still to ask him on the date she had intended to the ballet. He accepts, letting her know that whatever happens between the two of them that he will never be able to leave his wife. As time goes on, the two fall in love, their happiness which can only be sustained as long as Philip has his Paris-based contract with NATO. So when Philip announces that he is being transferred to New York for five months, Anna comes to the realization that she truly cannot live without him and wants to marry him. Shortly thereafter, Anna learns something about Philip's background, which not only threatens their relationship, but leads to a night that Anna wants to give him that he will never forget, and not in a good way. But the best laid plans may have a bumpy road to being executed effectively..."
Single Lady,Romance,"Successful author and media darling Bright is an icon of singledom. However, a fortune-teller's warning of dire consequences resulting from unresolved issues with former lovers forces her to revisit and reexamine her five past relationships and calls her renunciation of romance into question."
The Last Flight,Drama,"Cary, Shep, Bill, and Francis are pilots who have just, and only just, survived the First World War. They linger in Europe in the aftermath, drinking and ostensibly having fun, but pessimistic and flip about their futures, as each feels himself somehow lost and dead inside as a result of the horrors he's experienced. They encounter a beautiful and vivacious girl, Nikki, and adopt her, not romantically but as a sort of mascot and light around which they can hover in hopes of regaining a sense of warmth and life. Nikki does her best to reinvigorate her new friends, but despite the seeming lightheartedness of their escapades, the shadow of the war can never be dispelled."
Laughing Gravy,"Short, Comedy","Stanley and Oliver try unsuccessfully to keep their pet dog, ""Laughing Gravy"" hidden from their grumpy landlord, who throws the pooch out into the snow. The rescue and further attempts to hide the dog result in mayhem, which is interrupted by the arrival of a registered letter informing Stanley that he's inherited a fortune from his rich uncle. There's one catch, though: he has to renounce his friendship with Oliver, who the uncle characterizes as a ""nitwit."""
Laughing Sinners,"Drama, Romance","Cafe entertainer Ivy Stevens falls for sleazy salesman Howard Palmer and jumps from a bridge when he dumps her. Saved by Salvation Army officer Carl, Ivy reforms and joins the Army. When she runs into Palmer she falls for him all over again. Carl beats up Palmer and gives a speech to Ivy which induces her to return to the Army and to Carl."
The Smiling Lieutenant,"Comedy, Romance, Musical","Lieutenant Niki of the Austrian royal guard has a new girlfriend, Franzi. He's crazy about her and is smiling at her while on duty in the street. King Adolf and his daughter Princess Anna from the neighboring kingdom of Flausenthurm drive by, and Anna intercepts a wink meant for Franzi. She falls for Niki, marries him (he has no choice in the matter), and whisks him off to Flausenthurm. Franzi follows and enjoys a brief affair with Niki before Anna finds out. Franzi, much more experienced in the ways of the world, gives Anna lessons on how to win the affections of her husband."
Murderers Among Us,"Drama, Romance, Thriller, War","Susanne Wallner returns to the ruins of Berlin from a Concentration Camp after WW2 to discover that someone else lives in her apartment: Dr. Hans Mertens, the war made him depressive and he drinks a lot of alcohol. Susanne asks him to go but he doesn't want to, so they share Susanne's apartment and even discover their sympathy and then their love for each other. That encourages him a little, of course. But then he hears that Ferdinand Brückner is still alive and also lives in Berlin. Brückner was his Captain during WW2, he gave the order to kill more than 100 innocent people, many children and women among them, on Christmas 1942 in Poland."
M,"Crime, Mystery, Thriller","In Germany, Hans Beckert is an unknown killer of girls. He whistles Edvard Grieg's 'In The Hall of the Mountain King', from the 'Peer Gynt' Suite I Op. 46 while attracting the little girls for death. The police force pressed by the Minister give its best effort trying unsuccessfully to arrest the serial killer. The organized crime has great losses due to the intense search and siege of the police and decides to chase the murderer, with the support of the beggars association. They catch Hans and briefly judge him."
The Mad Genius,"Drama, Horror, Romance","A crippled puppeteer rescues an abused young boy and turns the boy into a great ballet dancer. Complications ensue when, as a young man, the dancer falls in love with a young woman the puppeteer is also in love with."
The Maltese Falcon,"Film-Noir, Mystery","Spade and Archer is the name of a San Francisco detective agency. That's for Sam Spade and Miles Archer. The two men are partners, but Sam doesn't like Miles much. A knockout, who goes by the name of Miss Wonderly, walks into their office; and by that night everything's changed. Miles is dead. And so is a man named Floyd Thursby. It seems Miss Wonderly is surrounded by dangerous men. There's Joel Cairo, who uses gardenia-scented calling cards. There's Kasper Gutman, with his enormous girth and feigned civility. Her only hope of protection comes from Sam, who is suspected by the police of one or the other murder. More murders are yet to come, and it will all be because of these dangerous men -- and their lust for a statuette of a bird: the Maltese Falcon."
Man of the World,"Drama, Romance",A young American girl visits Paris accompanied by her fiancee and her wealthy uncle. There she meets and is romanced by a worldly novelist; what she doesn't know is that he is a blackmailer who is using her to get to her uncle.
Mickey's Orphans,"Family, Comedy, Animation, Short","Christmas; Mickey and Minnie are singing carols. Someone drops a basket on the doorstep that has what seems like hundreds of kittens; they quickly overrun the house. Mickey dresses as Santa, with Pluto as a reindeer, and brings gifts for the kittens. The kittens form a marching band, using kitchen implements; other kittens take saws, hammers, and other tools to the furniture. A kitten uses his toy steam shovel to drop a hot coal down Mickey's pants; two more come up with a toy fire engine. Mickey unveils the tree; the kittens swarm over it and strip it bare."
Le Million,"Musical, Comedy","Michel, a Parisian artist, is being hounded by numerous impatient creditors. To make things worse, when he is embracing the woman whose portrait he is painting, he is surprised by his indignant fiancée Béatrice. Suddenly, Michel learns that he holds the winning ticket in the Dutch Lottery. But when he goes to retrieve the ticket from the pocket of his jacket, he finds that Béatrice has given the jacket to a stranger who was in need. Now everyone has a keen interest in finding that jacket."
The Miracle Woman,"Drama, Romance","After Florence Fallon's father dies unappreciated in the church where he preached for many years, she becomes embittered and loses faith. She teams up with Horsby, a con man, and performs fake miracles for profit. But the love and trust of a blind man restores her faith in God and her fellow man."
Monkey Business,"Comedy, Sci-Fi","Barnaby Fulton is a research chemist working on a fountain of youth pill for a chemical company. While trying a sample dose on himself, he accidentally gets a dose of a mixture added to the water cooler and believes his potion is what is working. The mixture temporarily causes him to feel and act like a teenager, including correcting his vision. When his wife gets a dose that is even larger, she regresses even further into her childhood. When an old boyfriend meets her in this state, he believes that her never wanting to see him again means a divorce and a chance for him."
Night Nurse,"Comedy, Crime, Drama","Lora Hart manages to land a job in a hospital as a trainee nurse. Upon completion of her training she goes to work as a night nurse for two small children who seem to be very sick, but something much more sinister is going on."
One Good Turn,"Short, Comedy","Stan and Ollie are down on their luck and beg at an old lady's house for food. While they are eating they overhear a villainous landlord (Finlayson) threatening to evict her if she does not pay the mortgage. Not realizing that they are hearing a rehearsal for a play, the boys decide to auction their car to help. In the confusion surrounding the auction, Stan finds himself in possession of a fat wallet and Ollie accuses him of stealing the old lady's money. When the truth is revealed, Stan exacts painful retribution."
Other Men's Women,"Drama, Romance","Railroad fireman Bill White is a carefree ladies' man with an irresponsible streak. His buddy Jack Kulper, an engineer, is more solid and reliable. Bill comes to stay a while with Jack and his wife Lily. Bill and Lily fall in love, but not wishing to hurt Jack, Bill leaves without explanation. When Jack confronts Bill about his suspicions, the two fight and Jack is seriously injured. Bill is consumed with guilt and tries to make good, but Jack has his own ideas about that."
Our Wife,"Short, Comedy","Oliver's plans to marry his hefty sweetheart go awry when the girl's father gets a load of her intended groom. They then elope in a tiny car much too small for their combined dimensions, ..."
The Painted Desert,Western,"Western pardners Jeff and Cash find a baby boy in an otherwise deserted emigrants' camp, and clash over which is to be ""father."" They are still bitterly feuding years later when they own adjacent ranches. Bill, the foundling whom Cash has raised to young manhood, wants to end the feud and extends an olive branch toward Jeff, who now has a lovely daughter. But during a mining venture, the bitterness escalates. Is Bill to be set against his own adoptive father?"
Pardon Us,"Comedy, Crime, Drama, Musical","It's Prohibition, and the boys wind up behind bars after Stan sells some of their home-brew beer to a policeman. In prison, Stan's loose tooth keeps getting him in trouble, because it sounds like he's giving everybody a rasp- berry. But it earns him the respect of The Tiger, a rough prisoner, and the boys manage to slip away during The Tiger's escape attempt. They disguise themselves in blackface and hide on a cotton plantation, but are recaptured when the warden happens by. Back in the big house, they find themselves in a hail of bullets, caught between the state militia and gun-toting prisoners, when The Tiger tries another escape."
Their First Mistake,"Comedy, Short","Mrs. Hardy is irate that her husband Oliver spends more time with his friend Stanley than with her. Oliver decides to adopt a baby, hoping that it will keep his wife occupied so that he and Stanley can continue to carouse. But upon returning home with the infant, they find a process server with a divorce summons, and spend a sleepless night caring for the squalling baby."
"Parlor, Bedroom and Bath",Comedy,"Jeff wants to get married to Virginia, but Virginia won't marry until her older, hard-to-please sister Angelica gets married off first. Jeff pretends that a shy, never-married nobody he has just met is really a great lover, in order to get Angelica interested in him."
"Parlor, Bedroom and Bath",Comedy,"Jeff wants to get married to Virginia, but Virginia won't marry until her older, hard-to-please sister Angelica gets married off first. Jeff pretends that a shy, never-married nobody he has just met is really a great lover, in order to get Angelica interested in him."
The Phantom of Paris,"Drama, Thriller","Bibi is a world class escape artist, but he cannot escape the false murder charge that is placed on him. Max has killed Bourrelier before he was removed from the will so that he will be rich when he marries Cecile. Together with Vera, they put the blame on Bibi, who is a romantic rival to Max, and he is sentenced to death. But Bibi escapes before his execution and hides in Herman's secret cellar. When he learns that Max is dying, Bibi goes to his house for his confession, but Max dies before it is told to anyone else. So Bibi, has just one chance, and he goes to Dr. Gorin who will make him look like Max so that he can clear his name and put the blame where it belongs - on Max, even in death."
Platinum Blonde,"Comedy, Romance",Reporter Gallagher loves reporter Smith who marries Anne. He's soon bored being married to a socialite and asks Gallagher to help him write a play. She arrives with a bunch of reporters and the mansion turns into a party. Anne arrives and orders them out and Smith goes with them.
Possessed,"Crime, Drama, Film-Noir, Thriller","A woman wanders the streets of Los Angeles in some sort of emotional distress. She is also under some delusion as she approaches many men, strangers who she calls ""David"". Eventually, an ambulance is called, the attendants who take her to the hospital, where she is eventually placed in the psychiatric ward. Placing her under some medication to help her remember, Dr. Harvey Willard, the psychiatrist on duty, is able to get some semblance of a story out of her over the ensuing days. This phase of her life begins just over a year ago when she, single RN Louise Howell, is under the employ of wealthy Dean Graham to take care of his chronically ill and largely bedridden wife, Pauline Graham, at their lake house outside of Washington, DC. Due to her circumstances, Pauline believes that Dean and Louise are carrying on an affair behind her back. Louise can see that Dean does have feelings for her that way in his loneliness. The ""David"" in question is David Sutton, a civil engineer who lives across the lake from the Grahams, he with who Louise had been having a secret relationship. That relationship was always meant to be casual, but David tries to break it off with her when he sees that she has fallen in love with him to an obsessional state. Louise begins to manipulate the situation to be in David's life, even if only peripherally. Louise also begins to feel that if she can't have David, nobody else should. Louise is eventually diagnosed with schizophrenia during this time - something she does not mention to anyone in her life - which places her story to Dr. Willard in some context, including what of the story is real and what is all part of her delusion."
The Mirage,"Short, Comedy",How many people have you killed in a video game? What if every character you killed was a real person? How many people have you killed in video games? What if every character you ever ...
Private Lives,"Comedy, Drama, Romance","Elyot and Sibyl are being married in a big church ceremony. Amanda and Victor are being married by a French Justice of the Peace. Both couples go to a hotel on the same day and are put in adjoining rooms with adjoining terraces. Things go fine until Amanda sees her former husband Elyot on the adjacent terrace. While they both pretend to be happy, both make plans to leave, but their spouses do not want to leave as it is their respective honeymoons. So the other spouses each go down to the bar. This leaves Elyot and Amanda together and they reminisce. Before long, the sparks again fly and they both decide to leave together to the Mountains of Switzerland. They love, they bicker, they fight, they stop. Then it begins over and over. Then Victor and Sibyl show up at their chalet."
The Public Enemy,"Crime, Drama","Tom Powers and Matt Doyle are best friends and fellow gangsters, their lives frowned upon by Tom's straight laced brother, Mike, and Matt's straight laced sister, Molly. From their teen-aged years into young adulthood, Tom and Matt have an increasingly lucrative life, bootlegging during the Prohibition era. But Tom in particular becomes more and more brazen in what he is willing to do, and becomes more obstinate and violent against those who either disagree with him or cross him. When one of their colleagues dies in a freak accident, a rival bootlegging faction senses weakness among Tom and Matt's gang, which is led by Paddy Ryan. A gang war ensues, resulting in Paddy suggesting that Tom and Matt lay low. But because of Tom's basic nature, he decides instead to take matters into his own hands."
Safe in Hell,"Crime, Drama","Sought by the New Orleans police for accidentally killing the man who raped her and forced her into prostitution, a woman flees New Orleans for a Caribbean island. Surrounded by lecherous criminals, she awaits the return of her fiancé and seems to be holding her own until the treachery of the local police chief leaves her but one choice to gain her freedom."
The Secret 6,"Crime, Drama","Bootlegger/cafe owner Ralph Bellamy recruits crude working man Wallace Beery to join his gang which is masterminded by crooked criminal defense lawyer Lewis Stone. Beery eventually takes over Bellamy's operation, beats a rival gang, becomes wealthy and dominates the city for several years until a secret group of 6 masked businessmen have him prosecuted and sent to the electric chair with the help of rival crusading newspapermen Clark Gable and Johnny Mack Brown. Waitress Jean Harlow is torn between her love for the honest newsman Brown and her financial dependence on her generous boss, Beery."
The Sin of Madelon Claudet,Drama,"French country girl Madelon falls for artist Larry, who leaves her after she becomes pregnant. She finds help from jewel thief Carlo, but he commits suicide when the police try to arrest him. Madelon is arrested and receives a ten year term in prison for assisting him in his profession. To support her son, who does not know that she's been in prison, she becomes a street walker, allowing him to attend medical school."
Smart Money,"Crime, Drama","Nick Venizelos, an immigrant Greek barber, has an uncommon affinity for poker and other sorts of wagering and a group of his friends bankroll him in a big game, where his weakness for pretty blondes is taken advantage of by sleazy operator Sleepy Sam who cleans him out in a rigged game. Nick accepts help from his buddy Jack as they turn the tables on the grifters, but triumph soon changes to tragedy."
The Star Witness,Drama,"The Leeds family is thrown right in the middle of a war between the cops and gangland when they are the only witnesses to two murders committed by gang kingpin Maxey Campos. Initially positive in their identification of the murderer, their attitudes change when young Donny Leeds is kidnapped by Campos' boys. No amount of threatening with perjury by D.A. Whitlock can get them to tell the truth - except for cantankerous old Grandpa, civil war veteran, who berates his family for failing to do their civic duty, whatever the cost. Though having his doubts as to the credibility of his star witness, Whitlock is nevertheless taken aback when he learns Grandpa has disappeared just before he is to testify."
Street Scene,"Drama, Romance","In a hot summer afternoon in New York, Emma Jones gossips with other neighbors of her residential building about the affair of Mrs. Anna Maurrant and the milkman Steve Sankey. When the rude Mr. Frank Maurrant arrives, they change the subject. Meanwhile, their teenage daughter Rose Maurrant is sexually harassed by her boss Mr. Bert Easter; however, she likes her Jewish neighbor Sam that has a crush on her. On the next morning, Frank tells that is traveling to Stanford on business. Mrs. Maurrant meets the gentle Sankey in her apartment, but out of the blue Frank comes back home in an announced tragedy."
Svengali,"Drama, Horror, Romance, Sci-Fi","Sinister music maestro Svengali can control the actions of women through hypnotism and his telepathic powers. When a pupil he has seduced announces she has left her husband for him, he uses his powers to cause her suicide and promptly forgets her. He meets a beautiful model, Trilby, and becomes infatuated with her, but she, in turn, falls for a young artist called Billee who also loves her. One day Svengali hypnotizes Trilby to cure her headache, but also examines her upper palate and decides it is an ideal cavity for great singing. He convinces her to fake her suicide, so Billee and friends will forget her, and goes on a singing tour with her. Svengali uses his powers to make her sing wonderfully and Madame Svengali, as Trilby is now known, becomes a sensation throughout Europe. But Billee discovers the ruse and begins to follow the pair, upsetting Svengali enough to have him cancel performances too frequently, so they no longer can perform in Europe. They go to Egypt, but Billee relentlessly follows."
Tabu: A Story of the South Seas,"Drama, Romance, Adventure","In his final film, F.W. Murnau presents the tale of two young lovers on the idyllic island of Bora Bora in the South Pacific. Their life is shattered when the old warrior declares the girl to be the Chosen Maid and it is forbidden for any man to even look upon her. Refusing to accept a life apart, they run off to another island, one that is decadent and westernized. The boy works as a pearl diver but not quite understanding the concept of money, is soon in debt. When the old warrior tracks them down they again plan to run away but in a desperate attempt to pay off his debts, the boy dives for pearls in shark-infested waters. The boy is successful but fate seems determined to keep the two lovers apart."
Tabu,"Drama, Romance",A restless retired woman teams up with her deceased neighbor's maid to seek out a man who has a secret connection to her past life as a farm owner at the foothill of Mount Tabu in Africa.
Ten Cents a Dance,"Drama, Romance","Men pay a dime to dance with Barbara and her fellow taxi dancers. She marries Eddie and quits dancing, but before that, she meets with the handsome and very rich Bradley. Barbara eventually starts dancing again, since her marriage is plagued by financial tension, and Bradley begins visiting her again. Eddie becomes jealous, accusing his wife of infidelity. He sees that alleged infidelity as an excuse to steal money from Bradley."
Tokyo Chorus,"Comedy, Drama","Mr. Omura, a teacher, leads a group of male students in an outdoor drill. One slight, comic young man, Shinji Okajima, has no shirt under his jacket; he scratches at fleas and makes faces behind Omura's back. Jump ahead several years, Shinji is married with three children. He sells insurance, and on the company's annual bonus day, he protests when an older worker is fired. Shinji loses his own job as a result, and he and his wife must find ways to cope. Lassitude, pride, the demands and needs of young children, and relationships from bygone school days all play a part in the outcome of their struggle."
